Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera,Lifestyle
Propionibacterium~phage~PHL152M00,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~PHL163M00,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~PHL171M01,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~PHL179M00,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~PHL194M00,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~PHL199M00,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~PHL301M00,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~PHL308M00,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~Pacnes~2012-15,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~Pirate,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~Procrass1,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~QueenBey,Caudovirales,Siphoviridae,Pahexavirus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~SKKY,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~Solid,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~Stormborn,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Propionibacterium~phage~Wizzo,Caudovirales,Siphoviridae,Pa6virus,preVC_1057,Clustered,VC_1057_0,70.0,1.0,0.0,3.5034857143084976,0.0,1.0,1.0,1.0,2.0,NA
Proteus~phage~Mydo,Caudovirales,Myoviridae,Unassigned,preVC_812,Clustered,VC_812_1,6.0,0.1522,0.99999999,7.464718165383726,0.1522,1.0,1.0,1.0,0.0,NA
Proteus~phage~Myduc,Caudovirales,Myoviridae,Unassigned,preVC_916,Clustered,VC_916_0,11.0,0.8519,1.0,6.182613636190785,0.8519,1.0,1.0,2.0,4.0,NA
Proteus~phage~PM135,Caudovirales,Demerecviridae,Novosibvirus,preVC_912,Clustered,VC_912_0,3.0,0.0299,0.99701904,6.86465231104222,0.0298,1.0,1.0,2.0,2.0,NA
Proteus~phage~PM16,Caudovirales,Autographiviridae,Novosibovirus,,Outlier,,,,,,,,,,,NA
Proteus~phage~PM~116,Caudovirales,Autographiviridae,Acadevirus,preVC_856,Clustered,VC_856_0,20.0,0.6262,1.0,4.7950575377757625,0.6262,1.0,1.0,2.0,6.0,NA
Proteus~phage~PM~75,Caudovirales,Autographiviridae,Novosibovirus,,Outlier,,,,,,,,,,,NA
Proteus~phage~PM~85,Caudovirales,Autographiviridae,Acadevirus,,Overlap (VC_857/VC_858),,,,,,,,,,,NA
Proteus~phage~PM~93,Caudovirales,Autographiviridae,Acadevirus,preVC_856,Clustered,VC_856_0,20.0,0.6262,1.0,4.7950575377757625,0.6262,1.0,1.0,2.0,6.0,NA
Proteus~phage~Privateer,Caudovirales,Podoviridae,Unassigned,preVC_817,Clustered,VC_817_0,2.0,0.1423,0.9054052,3.3166247903554,0.1288,1.0,1.0,1.0,0.0,NA
Proteus~phage~Stubb,Caudovirales,Demerecviridae,Novosibvirus,preVC_912,Clustered,VC_912_0,3.0,0.0299,0.99701904,6.86465231104222,0.0298,1.0,1.0,2.0,2.0,NA
Proteus~phage~VB_PmiS-Isfahan,Caudovirales,Siphoviridae,Gorganvirus,,Outlier,,,,,,,,,,,NA
Proteus~phage~pPM_01,Caudovirales,Siphoviridae,Chivirus,preVC_887,Clustered,VC_887_0,20.0,0.8547,1.0,5.175603963657568,0.8547,1.0,1.0,1.0,1.0,NA
Proteus~phage~vB_PmiM_Pm5461,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Proteus~phage~vB_PmiP_Pm5460,Caudovirales,Autographiviridae,Acadevirus,preVC_856,Clustered,VC_856_0,20.0,0.6262,1.0,4.7950575377757625,0.6262,1.0,1.0,2.0,6.0,NA
Providencia~phage~Redjac,Caudovirales,Siphoviridae,Chivirus,preVC_887,Clustered,VC_887_0,20.0,0.8547,1.0,5.175603963657568,0.8547,1.0,1.0,1.0,1.0,NA
Providencia~phage~vB_PreS_PR1,Caudovirales,Siphoviridae,Priunavirus,preVC_912,Clustered,VC_912_0,3.0,0.0299,0.99701904,6.86465231104222,0.0298,1.0,1.0,2.0,2.0,NA
Providencia~phage~vB_PstP_Stuart,Caudovirales,Autographiviridae,Novosibovirus,,Outlier,,,,,,,,,,,NA
Pseudoalteromonas~phage~BS5,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Pseudoalteromonas~phage~C5a,Caudovirales,Myoviridae,Catalunyavirus,preVC_246,Clustered,VC_246_0,14.0,0.7963,1.0,5.631964495814321,0.7963,1.0,1.0,1.0,8.0,NA
Pseudoalteromonas~phage~Cr39582,Vinavirales,Corticoviridae,Corticovirus,preVC_1059,Clustered,VC_1059_0,2.0,1.0,0.0,1.7320508075688772,0.0,1.0,1.0,1.0,1.0,NA
Pseudoalteromonas~phage~H101,Caudovirales,Myoviridae,Unassigned,preVC_816,Clustered/Singleton,VC_816_0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,NA
Pseudoalteromonas~phage~H103,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Pseudoalteromonas~phage~H105/1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Pseudoalteromonas~phage~PH1,Caudovirales,Podoviridae,Kafunavirus,preVC_989,Clustered,VC_989_0,3.0,1.0,0.0,3.9911798921740105,0.0,1.0,1.0,1.0,2.0,NA
Pseudoalteromonas~phage~Pq0,Caudovirales,Siphoviridae,Unassigned,preVC_682,Clustered,VC_682_0,3.0,0.4841,0.63467717,6.971119823330439,0.3072,1.0,1.0,1.0,0.0,NA
Pseudoalteromonas~phage~RIO-1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Pseudoalteromonas~phage~SL20,Caudovirales,Myoviridae,Unassigned,preVC_816,Clustered/Singleton,VC_816_1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,NA
Pseudoalteromonas~phage~pYD6-A,Caudovirales,Podoviridae,Unassigned,preVC_534,Clustered,VC_534_1,3.0,0.2134,0.99687511,5.432306284577506,0.2128,1.0,1.0,1.0,0.0,NA
Pseudoalteromonas~virus~PM2,Vinavirales,Corticoviridae,Corticovirus,preVC_1059,Clustered,VC_1059_0,2.0,1.0,0.0,1.7320508075688772,0.0,1.0,1.0,1.0,1.0,NA
Pseudomonad~phage~gh-1,Caudovirales,Podoviridae,T7virus,preVC_884,Clustered,VC_884_0,18.0,0.593,1.0,4.554900249864515,0.593,1.0,1.0,2.0,7.0,NA
Pseudomonas~phage~14-1,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~201phi2-1,Caudovirales,Myoviridae,Phikzvirus,,Overlap (VC_734/VC_737),,,,,,,,,,,NA
Pseudomonas~phage~22PfluR64PP,Caudovirales,Autographiviridae,Pifdecavirus,preVC_884,Clustered,VC_884_0,18.0,0.593,1.0,4.554900249864515,0.593,1.0,1.0,2.0,7.0,NA
Pseudomonas~phage~73,Caudovirales,Siphoviridae,Septima3virus,preVC_786,Clustered,VC_786_0,12.0,0.6826,1.0,6.11029877445178,0.6826,1.0,1.0,1.0,4.0,NA
Pseudomonas~phage~AF,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~Achelous,Caudovirales,Autographiviridae,Uliginvirus,,Overlap (VC_857/VC_858/VC_859),,,,,,,,,,,NA
Pseudomonas~phage~Alpheus,Caudovirales,Autographiviridae,Uliginvirus,,Overlap (VC_857/VC_858/VC_859),,,,,,,,,,,NA
Pseudomonas~phage~Andromeda,Caudovirales,Autographiviridae,Bifseptvirus,preVC_800,Clustered,VC_800_0,25.0,0.6287,1.0,6.3445539016842725,0.6287,1.0,1.0,2.0,15.0,NA
Pseudomonas~phage~B3,Caudovirales,Siphoviridae,Beetrevirus,preVC_517,Clustered,VC_517_0,5.0,0.3065,0.99999986,4.632423246860101,0.3065,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~Bf7,Caudovirales,Autographiviridae,Bifseptvirus,preVC_800,Clustered,VC_800_0,25.0,0.6287,1.0,6.3445539016842725,0.6287,1.0,1.0,2.0,15.0,NA
Pseudomonas~phage~Bjorn,Caudovirales,Podoviridae,Bjornvirus,preVC_872,Clustered,VC_872_0,13.0,0.9248,1.0,5.427015148158446,0.9248,1.0,1.0,1.0,5.0,NA
Pseudomonas~phage~BrSP1,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~C11,Caudovirales,Myoviridae,Pakpunavirus,preVC_902,Clustered,VC_902_0,15.0,0.6456,1.0,5.208831880887071,0.6456,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~CHA_P1,Caudovirales,Myoviridae,Kpp10virus,,Overlap (VC_903/VC_904),,,,,,,,,,,NA
Pseudomonas~phage~DL54,Caudovirales,Podoviridae,Bruynoghevirus,preVC_872,Clustered,VC_872_0,13.0,0.9248,1.0,5.427015148158446,0.9248,1.0,1.0,1.0,5.0,NA
Pseudomonas~phage~DL60,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~DL62,Caudovirales,Autographiviridae,Phikmvvirus,preVC_987,Clustered,VC_987_0,17.0,0.8375,1.0,3.131397399500807,0.8375,1.0,1.0,2.0,1.0,NA
Pseudomonas~phage~DL64,Caudovirales,Podoviridae,Litunavirus,preVC_797,Clustered,VC_797_0,9.0,0.5568,1.0,2.543995407481495,0.5568,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~DL68,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~Dobby,Caudovirales,Myoviridae,Citexvirus,preVC_242,Clustered,VC_242_0,57.0,0.8677,1.0,6.615995275635601,0.8677,1.0,1.0,1.0,14.0,NA
Pseudomonas~phage~EL,Caudovirales,Myoviridae,Elvirus,preVC_734,Clustered,VC_734_1,2.0,0.0539,0.90915662,7.3484692283495345,0.049,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~EPa61,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~F10,Caudovirales,Siphoviridae,Unassigned,preVC_996,Clustered,VC_996_0,3.0,0.7576,0.9987013,6.758524377359002,0.7567,1.0,1.0,1.0,0.0,NA
Pseudomonas~phage~F8,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~H70,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~Henninger,Caudovirales,Autographiviridae,Ghunavirus,preVC_884,Clustered,VC_884_0,18.0,0.593,1.0,4.554900249864515,0.593,1.0,1.0,2.0,7.0,NA
Pseudomonas~phage~JBD24,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~JBD25,Caudovirales,Siphoviridae,Unassigned,preVC_517,Clustered,VC_517_0,5.0,0.3065,0.99999986,4.632423246860101,0.3065,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~JBD30,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~JBD44,Caudovirales,Siphoviridae,Unassigned,preVC_719,Clustered/Singleton,VC_719_1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,NA
Pseudomonas~phage~JBD5,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~JBD67,Caudovirales,Siphoviridae,Beetrevirus,preVC_517,Clustered,VC_517_0,5.0,0.3065,0.99999986,4.632423246860101,0.3065,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~JBD69,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~JBD88a,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~JBD93,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~JD024,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~JD18,Caudovirales,Siphoviridae,Beetrevirus,preVC_517,Clustered,VC_517_0,5.0,0.3065,0.99999986,4.632423246860101,0.3065,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~JG004,Caudovirales,Myoviridae,Pakpunavirus,preVC_902,Clustered,VC_902_0,15.0,0.6456,1.0,5.208831880887071,0.6456,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~JG024,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~K5,Caudovirales,Myoviridae,Pakpunavirus,preVC_902,Clustered,VC_902_0,15.0,0.6456,1.0,5.208831880887071,0.6456,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~K8,Caudovirales,Myoviridae,Pakpunavirus,preVC_902,Clustered,VC_902_0,15.0,0.6456,1.0,5.208831880887071,0.6456,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~KPP10,Caudovirales,Myoviridae,Kpp10virus,,Overlap (VC_903/VC_904),,,,,,,,,,,NA
Pseudomonas~phage~KPP12,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~KPP21,Caudovirales,Podoviridae,Luz7virus,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~KPP25,Caudovirales,Podoviridae,Kpp25virus,preVC_1060,Clustered,VC_1060_0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~LBL3,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~LIT1,Caudovirales,Podoviridae,Lit1virus,preVC_797,Clustered,VC_797_0,9.0,0.5568,1.0,2.543995407481495,0.5568,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~LKA1,Caudovirales,Podoviridae,Phikmvvirus,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~LKD16,Caudovirales,Autographiviridae,Phikmvvirus,preVC_987,Clustered,VC_987_0,17.0,0.8375,1.0,3.131397399500807,0.8375,1.0,1.0,2.0,1.0,NA
Pseudomonas~phage~LKO4,Caudovirales,Siphoviridae,Yuavirus,preVC_885,Clustered,VC_885_0,5.0,0.4989,0.99999987,3.773706476431352,0.4989,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~LMA2,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~LUZ19,Caudovirales,Autographiviridae,Phikmvvirus,preVC_987,Clustered,VC_987_0,17.0,0.8375,1.0,3.131397399500807,0.8375,1.0,1.0,2.0,1.0,NA
Pseudomonas~phage~LUZ7,Caudovirales,Podoviridae,Luz7virus,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~Lana,Caudovirales,Siphoviridae,Lanavirus,preVC_995,Clustered,VC_995_0,2.0,0.8851,0.6,4.69041575982343,0.5311,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~Littlefix,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~Lu11,Caudovirales,Myoviridae,Unassigned,preVC_855,Clustered/Singleton,VC_855_0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,NA
Pseudomonas~phage~MD8,Caudovirales,Siphoviridae,Unassigned,preVC_996,Clustered,VC_996_0,3.0,0.7576,0.9987013,6.758524377359002,0.7567,1.0,1.0,1.0,0.0,NA
Pseudomonas~phage~MP1412,Caudovirales,Siphoviridae,Yuavirus,preVC_885,Clustered,VC_885_0,5.0,0.4989,0.99999987,3.773706476431352,0.4989,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~MP42,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~MP48,Caudovirales,Siphoviridae,Casadabanvirus,preVC_518,Clustered,VC_518_0,19.0,0.8487,1.0,3.618210876728768,0.8487,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~MPK6,Caudovirales,Autographiviridae,Phikmvvirus,preVC_987,Clustered,VC_987_0,17.0,0.8375,1.0,3.131397399500807,0.8375,1.0,1.0,2.0,1.0,NA
Pseudomonas~phage~MPK7,Caudovirales,Autographiviridae,Phikmvvirus,preVC_987,Clustered,VC_987_0,17.0,0.8375,1.0,3.131397399500807,0.8375,1.0,1.0,2.0,1.0,NA
Pseudomonas~phage~NH-4,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~NP1,Caudovirales,Siphoviridae,Np1virus,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~NV1,Caudovirales,Podoviridae,Vicosavirus,preVC_872,Clustered,VC_872_0,13.0,0.9248,1.0,5.427015148158446,0.9248,1.0,1.0,1.0,5.0,NA
Pseudomonas~phage~Nerthus,Caudovirales,Autographiviridae,Uliginvirus,,Overlap (VC_857/VC_858/VC_859),,,,,,,,,,,NA
Pseudomonas~phage~Njord,Caudovirales,Autographiviridae,Uliginvirus,,Overlap (VC_857/VC_858/VC_859),,,,,,,,,,,NA
Pseudomonas~phage~Noxifer,Caudovirales,Myoviridae,Noxifervirus,,Overlap (VC_734/VC_737),,,,,,,,,,,NA
Pseudomonas~phage~O4,Caudovirales,Podoviridae,Unassigned,preVC_873,Clustered,VC_873_0,4.0,0.5471,0.99999997,6.869943026037281,0.5471,1.0,1.0,1.0,0.0,NA
Pseudomonas~phage~OBP,Caudovirales,Myoviridae,Unassigned,preVC_734,Clustered,VC_734_0,2.0,0.0862,0.90715325,3.605551275463989,0.0782,1.0,1.0,1.0,0.0,NA
Pseudomonas~phage~PA01,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PA10,Caudovirales,Myoviridae,Pakpunavirus,preVC_902,Clustered,VC_902_0,15.0,0.6456,1.0,5.208831880887071,0.6456,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PA11,Caudovirales,Podoviridae,Unassigned,preVC_873,Clustered,VC_873_0,4.0,0.5471,0.99999997,6.869943026037281,0.5471,1.0,1.0,1.0,0.0,NA
Pseudomonas~phage~PA26,Caudovirales,Podoviridae,Lit1virus,preVC_797,Clustered,VC_797_0,9.0,0.5568,1.0,2.543995407481495,0.5568,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~PA5,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PA7,Caudovirales,Myoviridae,Phikzvirus,,Overlap (VC_734/VC_737),,,,,,,,,,,NA
Pseudomonas~phage~PAE1,Caudovirales,Siphoviridae,Yuavirus,preVC_885,Clustered,VC_885_0,5.0,0.4989,0.99999987,3.773706476431352,0.4989,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PAJU2,Caudovirales,Siphoviridae,Unassigned,preVC_719,Clustered/Singleton,VC_719_3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,NA
Pseudomonas~phage~PAK_P1,Caudovirales,Myoviridae,Pakpunavirus,preVC_902,Clustered,VC_902_0,15.0,0.6456,1.0,5.208831880887071,0.6456,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PAK_P2,Caudovirales,Myoviridae,Pakpunavirus,preVC_902,Clustered,VC_902_0,15.0,0.6456,1.0,5.208831880887071,0.6456,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PAK_P3,Caudovirales,Myoviridae,Kpp10virus,,Overlap (VC_903/VC_904),,,,,,,,,,,NA
Pseudomonas~phage~PAK_P4,Caudovirales,Myoviridae,Pakpunavirus,preVC_902,Clustered,VC_902_0,15.0,0.6456,1.0,5.208831880887071,0.6456,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PAK_P5,Caudovirales,Myoviridae,Kpp10virus,,Overlap (VC_903/VC_904),,,,,,,,,,,NA
Pseudomonas~phage~PAXYB1,Caudovirales,Autographiviridae,Phikmvvirus,preVC_987,Clustered,VC_987_0,17.0,0.8375,1.0,3.131397399500807,0.8375,1.0,1.0,2.0,1.0,NA
Pseudomonas~phage~PB1,Caudovirales,Myoviridae,Pbunavirus,preVC_657,Clustered,VC_657_0,27.0,0.7858,1.0,2.949882586411827,0.7858,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PEV2,Caudovirales,Podoviridae,Lit1virus,preVC_797,Clustered,VC_797_0,9.0,0.5568,1.0,2.543995407481495,0.5568,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~PFP1,Caudovirales,Autographiviridae,Pifdecavirus,preVC_884,Clustered,VC_884_0,18.0,0.593,1.0,4.554900249864515,0.593,1.0,1.0,2.0,7.0,NA
Pseudomonas~phage~PMBT14,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~PMBT3,Caudovirales,Siphoviridae,Maxrubnervirus,preVC_995,Clustered,VC_995_0,2.0,0.8851,0.6,4.69041575982343,0.5311,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~PP7,Levivirales,Leviviridae,Unassigned,,Singleton,,,,,,,,,,,NA
Pseudomonas~phage~PPPL-1,Caudovirales,Autographiviridae,Ghunavirus,preVC_884,Clustered,VC_884_0,18.0,0.593,1.0,4.554900249864515,0.593,1.0,1.0,2.0,7.0,NA
Pseudomonas~phage~PPpW-3,Caudovirales,Myoviridae,Jilinvirus,preVC_244,Clustered,VC_244_0,5.0,0.3053,0.99999993,4.428136912708618,0.3053,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~PPpW-4,Caudovirales,Autographiviridae,Phutvirus,preVC_884,Clustered,VC_884_0,18.0,0.593,1.0,4.554900249864515,0.593,1.0,1.0,2.0,7.0,NA
Pseudomonas~phage~PRR1,Levivirales,Leviviridae,Levivirus,preVC_990,Clustered,VC_990_0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PS-1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~PT2,Caudovirales,Autographiviridae,Phikmvvirus,preVC_987,Clustered,VC_987_0,17.0,0.8375,1.0,3.131397399500807,0.8375,1.0,1.0,2.0,1.0,NA
Pseudomonas~phage~PT5,Caudovirales,Autographiviridae,Phikmvvirus,preVC_987,Clustered,VC_987_0,17.0,0.8375,1.0,3.131397399500807,0.8375,1.0,1.0,2.0,1.0,NA
Pseudomonas~phage~Pa2,Caudovirales,Podoviridae,Litunavirus,preVC_797,Clustered,VC_797_0,9.0,0.5568,1.0,2.543995407481495,0.5568,1.0,1.0,1.0,2.0,NA
Pseudomonas~phage~PaBG,Caudovirales,Myoviridae,Baikalvirus,preVC_855,Clustered/Singleton,VC_855_1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NA
Pseudomonas~phage~PaMx11,Caudovirales,Siphoviridae,Ab18virus,,Overlap (VC_886/VC_921),,,,,,,,,,,NA
Pseudomonas~phage~PaMx25,Caudovirales,Siphoviridae,Np1virus,,Outlier,,,,,,,,,,,NA
Pseudomonas~phage~PaMx28,Caudovirales,Siphoviridae,Pamx74virus,,Overlap (VC_887/VC_921),,,,,,,,,,,NA
Pseudomonas~phage~PaMx42,Caudovirales,Siphoviridae,Septimatrevirus,preVC_786,Clustered,VC_786_0,12.0,0.6826,1.0,6.11029877445178,0.6826,1.0,1.0,1.0,4.0,NA
